walk_key,path_key,factor_key,family,variant,selection_horizon,selection_evidence,selection_pattern,method,portfolio_type,beta_neutral,rebalance_days,calendar_offset,phase_count,successful_rebalances,skipped_rebalances,beta_neutral_attempts,beta_neutral_success_rate,walk_forward_scheme,period_id,train_start,train_end,oos_start,oos_end,calendar_complete,expected_oos_observations,orientation_selected_in_training,complete_oos_period,train_observations,train_annualized_return,train_sharpe,train_mean_daily_return,oos_observations,oos_annualized_return,oos_sharpe,oos_mean_daily_return
short|liquidity_change|liq_20d_252d|long_q1|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d|long_q1|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,long_q1,long_only,False,21,ensemble,3,199.33333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,0.179233429534555,0.9657846232382511,0.0007242619272510749,127,-0.2295306593334303,-0.4506070963259696,-0.0007165582473204692
short|liquidity_change|liq_20d_252d|long_q1|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d|long_q1|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,long_q1,long_only,False,63,ensemble,3,66.33333333333333,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,0.21091174487231634,1.1088246154672956,0.0008291389955832561,127,-0.1344405050657338,-0.1748314882318845,-0.0002706877907575377
short|liquidity_change|liq_20d_252d|long_q10|unconstrained_beta|r1|ensemble,liquidity_change|liq_20d_252d|long_q10|unconstrained_beta|r1|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,long_q10,long_only,False,1,ensemble,1,4181.0,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,0.11406247083055998,0.6342872516276162,0.0005079246402729505,127,-0.09825860413389542,-0.1748265312414204,-0.0002164180192641676
short|liquidity_change|liq_20d_252d|long_q10|unconstrained_beta|r5|ensemble,liquidity_change|liq_20d_252d|long_q10|unconstrained_beta|r5|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,long_q10,long_only,False,5,ensemble,3,836.3333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,0.11941757310828516,0.656628393618326,0.0005275164687344138,127,-0.06892491528532985,-0.07135760350900879,-8.815381946795352e-05
short|liquidity_change|liq_20d_252d|long_q10|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d|long_q10|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,long_q10,long_only,False,21,ensemble,3,199.33333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,0.12900083995110334,0.7106422874416471,0.0005577868485277248,127,-0.13875367633475166,-0.3014575833673558,-0.00038581756342263884
short|liquidity_change|liq_20d_252d|long_q10|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d|long_q10|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,long_q10,long_only,False,63,ensemble,3,66.33333333333333,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,0.11801241659237371,0.6711080818431309,0.0005156583051813035,127,-0.16145667084295234,-0.36114682728580066,-0.0004776137494818507
short|liquidity_change|liq_20d_252d|middle_minus_q1|unconstrained_beta|r1|ensemble,liquidity_change|liq_20d_252d|middle_minus_q1|unconstrained_beta|r1|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,middle_minus_q1,market_neutral,False,1,ensemble,1,4181.0,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,-0.058099512123759856,-0.9677865345906018,-0.0002303784557883992,127,-0.06437280073749785,-0.5062495825886206,-0.00023671666593333198
short|liquidity_change|liq_20d_252d|middle_minus_q1|unconstrained_beta|r5|ensemble,liquidity_change|liq_20d_252d|middle_minus_q1|unconstrained_beta|r5|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,middle_minus_q1,market_neutral,False,5,ensemble,3,836.3333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,-0.04324871717785317,-0.7158105792360663,-0.00016847296328870723,127,-0.07418268649616122,-0.6200437311554036,-0.0002803090571270717
short|liquidity_change|liq_20d_252d|middle_minus_q1|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d|middle_minus_q1|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,middle_minus_q1,market_neutral,False,21,ensemble,3,199.33333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,-0.02538863154778115,-0.4265592393789625,-9.57156121426957e-05,127,0.10807854549037699,1.0460916072413844,0.0004282965919624287
short|liquidity_change|liq_20d_252d|middle_minus_q1|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d|middle_minus_q1|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,middle_minus_q1,market_neutral,False,63,ensemble,3,66.33333333333333,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.021660637513516212,0.4484961539219662,9.011036509413795e-05,127,-0.03682700923133875,-0.3509771342658815,-0.00013137729147101387
short|liquidity_change|liq_20d_252d|middle_minus_q1|beta_neutral|r1|ensemble,liquidity_change|liq_20d_252d|middle_minus_q1|beta_neutral|r1|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,middle_minus_q1,market_neutral,True,1,ensemble,1,4181.0,0.0,4181.0,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,-0.05911283724978744,-1.0747883730442624,-0.00023571217653902573,127,-0.02159691924452134,-0.2455587875225102,-7.497322569653457e-05
short|liquidity_change|liq_20d_252d|middle_minus_q1|beta_neutral|r5|ensemble,liquidity_change|liq_20d_252d|middle_minus_q1|beta_neutral|r5|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,middle_minus_q1,market_neutral,True,5,ensemble,3,836.3333333333334,0.0,836.3333333333334,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,-0.011497872672513898,-0.18444526435712896,-3.997924559259625e-05,127,0.03907272832002673,0.5470567570179362,0.00016325311485880108
short|liquidity_change|liq_20d_252d|middle_minus_q1|beta_neutral|r21|ensemble,liquidity_change|liq_20d_252d|middle_minus_q1|beta_neutral|r21|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,middle_minus_q1,market_neutral,True,21,ensemble,3,199.33333333333334,0.0,199.33333333333334,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,0.0393245048966282,0.780041591700097,0.00015824298776571626,127,0.13839203696441715,1.781255786602387,0.0005253593228802247
short|liquidity_change|liq_20d_252d|middle_minus_q1|beta_neutral|r63|ensemble,liquidity_change|liq_20d_252d|middle_minus_q1|beta_neutral|r63|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,middle_minus_q1,market_neutral,True,63,ensemble,3,66.33333333333333,0.0,66.33333333333333,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.0011672926547185991,0.04829397904439396,8.812056768769713e-06,127,-0.06651268751407002,-1.0639930033887115,-0.0002653203040498476
short|liquidity_change|liq_20d_252d|q10_minus_middle|unconstrained_beta|r1|ensemble,liquidity_change|liq_20d_252d|q10_minus_middle|unconstrained_beta|r1|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_middle,market_neutral,False,1,ensemble,1,4181.0,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,-0.057217633170329796,-0.8419407710482423,-0.0002248204246005048,127,-0.13600894787086415,-2.551110093649615,-0.0005736371254146078
short|liquidity_change|liq_20d_252d|q10_minus_middle|unconstrained_beta|r5|ensemble,liquidity_change|liq_20d_252d|q10_minus_middle|unconstrained_beta|r5|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_middle,market_neutral,False,5,ensemble,3,836.3333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,-0.02670344695150817,-0.3888833113423025,-9.922161478793164e-05,127,-0.11697089968262486,-2.1839891479519005,-0.00048728679839674387
short|liquidity_change|liq_20d_252d|q10_minus_middle|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d|q10_minus_middle|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_middle,market_neutral,False,21,ensemble,3,199.33333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.020821869546767457,0.38660900474245713,8.83421808684402e-05,127,0.013046863353166849,0.2593845405272424,5.7599823261111994e-05
short|liquidity_change|liq_20d_252d|q10_minus_middle|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d|q10_minus_middle|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_middle,market_neutral,False,63,ensemble,3,66.33333333333333,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.038784295017654014,0.71385625806873,0.00015709081147099357,127,0.03835762596051606,0.6189174083484865,0.00015746684183660418
short|liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r1|ensemble,liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r1|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_middle,market_neutral,True,1,ensemble,1,4181.0,0.0,4181.0,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,-0.057914736547881485,-0.9838192108658841,-0.00022985621850692695,127,-0.16024551826970246,-3.624671060277656,-0.000688286947232278
short|liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r5|ensemble,liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r5|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_middle,market_neutral,True,5,ensemble,3,836.3333333333334,0.0,836.3333333333334,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,-0.023946102220031906,-0.40020929277166156,-8.984484667586469e-05,127,-0.1480905435125437,-3.3905669302802877,-0.0006314686317948145
short|liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r21|ensemble,liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r21|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_middle,market_neutral,True,21,ensemble,3,199.33333333333334,0.0,199.33333333333334,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.019990217622983142,0.42389612834633494,8.341116138848768e-05,127,-0.024371687236616868,-0.516971917558811,-9.379382250755369e-05
short|liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r63|ensemble,liquidity_change|liq_20d_252d|q10_minus_middle|beta_neutral|r63|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_middle,market_neutral,True,63,ensemble,3,66.33333333333333,0.0,66.33333333333333,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.01152438276696821,0.2749881983759886,4.9550957765165176e-05,127,-0.021616622511361316,-0.4627723233804248,-8.272273073266519e-05
short|liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r1|ensemble,liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r1|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_q1,market_neutral,False,1,ensemble,1,4181.0,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,-0.030033518945226434,-0.2747924456411218,-0.00010325822664128161,127,-0.12317747102414878,-0.7756126389069725,-0.0004747336608833075
short|liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r5|ensemble,liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r5|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_q1,market_neutral,False,5,ensemble,3,836.3333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,-0.013573301740860355,-0.10039729996718226,-3.708930492681135e-05,127,-0.13865824578846808,-0.9255824735959745,-0.0005483002750092519
short|liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r21|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_q1,market_neutral,False,21,ensemble,3,199.33333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.013875346622590268,0.20466382815285572,6.89410214111946e-05,127,-0.12179012259749844,-0.9098413805129381,-0.00048038750671790026
short|liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d|q10_minus_q1|unconstrained_beta|r63|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_q1,market_neutral,False,63,ensemble,3,66.33333333333333,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.0707911750346426,0.9345811561856217,0.0002829665721672308,127,0.00642761512531842,0.11395867806298861,5.95230954237403e-05
short|liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r1|ensemble,liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r1|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_q1,market_neutral,True,1,ensemble,1,4181.0,0.0,4181.0,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,-0.08199111592428976,-0.9355346483074186,-0.00032433086914362237,127,-0.2163361972079293,-2.391743726515123,-0.0009472963582702108
short|liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r5|ensemble,liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r5|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_q1,market_neutral,True,5,ensemble,3,836.3333333333334,0.0,836.3333333333334,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,-0.050008921265293216,-0.5478318235810408,-0.0001886371569728546,127,0.14770921626111266,1.4884974285595065,0.0005648587741445701
short|liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r21|ensemble,liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r21|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_q1,market_neutral,True,21,ensemble,3,199.33333333333334,0.0,199.33333333333334,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,-0.020895279416093704,-0.23283831780688094,-7.182751511846365e-05,127,0.1126527655738796,1.2391959478544379,0.00043941006421919696
short|liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r63|ensemble,liquidity_change|liq_20d_252d|q10_minus_q1|beta_neutral|r63|ensemble,liquidity_change|liq_20d_252d,liquidity_change,liq_20d_252d,252,upper_tail_exploratory_lead,upper_tail,q10_minus_q1,market_neutral,True,63,ensemble,3,66.33333333333333,0.0,66.33333333333333,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.023133948648481617,0.3660821637804513,0.00010015934307767728,127,-0.07603661718073762,-0.9494804344739238,-0.00030120250675426234
short|low_volatility|60d|continuous_high_minus_low|unconstrained_beta|r1|ensemble,low_volatility|60d|continuous_high_minus_low|unconstrained_beta|r1|ensemble,low_volatility|60d,low_volatility,60d,63,lower_tail_exploratory_lead,lower_tail,continuous_high_minus_low,market_neutral,False,1,ensemble,1,4181.0,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.04237157563818972,0.362866487772303,0.00020466445339058,127,-0.2671524901173654,-1.0454444162756964,-0.0010953860260456503
short|low_volatility|60d|continuous_high_minus_low|unconstrained_beta|r5|ensemble,low_volatility|60d|continuous_high_minus_low|unconstrained_beta|r5|ensemble,low_volatility|60d,low_volatility,60d,63,lower_tail_exploratory_lead,lower_tail,continuous_high_minus_low,market_neutral,False,5,ensemble,3,836.3333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.035989217778142235,0.32271263674137607,0.00017899075583531447,127,-0.27843978231825917,-1.137183312978689,-0.001163257040804735
short|low_volatility|60d|continuous_high_minus_low|unconstrained_beta|r21|ensemble,low_volatility|60d|continuous_high_minus_low|unconstrained_beta|r21|ensemble,low_volatility|60d,low_volatility,60d,63,lower_tail_exploratory_lead,lower_tail,continuous_high_minus_low,market_neutral,False,21,ensemble,3,199.33333333333334,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.04372566280311818,0.38286426335686663,0.00020638449152291514,127,-0.2930298126963985,-1.2794429621003072,-0.0012548429980552128
short|low_volatility|60d|continuous_high_minus_low|unconstrained_beta|r63|ensemble,low_volatility|60d|continuous_high_minus_low|unconstrained_beta|r63|ensemble,low_volatility|60d,low_volatility,60d,63,lower_tail_exploratory_lead,lower_tail,continuous_high_minus_low,market_neutral,False,63,ensemble,3,66.33333333333333,0.0,0.0,,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,-1,True,377,0.03878363939382412,0.3485170319117559,0.00018731800373405813,127,-0.2697643575706863,-1.1740316291366582,-0.0011307937996852069
short|low_volatility|60d|continuous_high_minus_low|beta_neutral|r1|ensemble,low_volatility|60d|continuous_high_minus_low|beta_neutral|r1|ensemble,low_volatility|60d,low_volatility,60d,63,lower_tail_exploratory_lead,lower_tail,continuous_high_minus_low,market_neutral,True,1,ensemble,1,4181.0,0.0,4181.0,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,0.03967342992021994,0.5432671922380697,0.00016616341579520498,127,0.23800305688370726,2.1288655910523557,0.0008683780857879471
short|low_volatility|60d|continuous_high_minus_low|beta_neutral|r5|ensemble,low_volatility|60d|continuous_high_minus_low|beta_neutral|r5|ensemble,low_volatility|60d,low_volatility,60d,63,lower_tail_exploratory_lead,lower_tail,continuous_high_minus_low,market_neutral,True,5,ensemble,3,836.3333333333334,0.0,836.3333333333334,1.0,short,2011-07_2011-12,2010-01-01,2011-06-30,2011-07-01,2011-12-31,True,127,1,True,377,0.05592738619133608,0.7526291045751752,0.00022745149180491416,127,0.2686720135593388,2.323182984490888,0.0009664007182826204
